Fecha,Numero_horas_con_deambulacion,Numero_horas_estacionarias,Total_hrs_monitorizadas,Hrs_sin_registro,min_totales_en_movimiento,Total_min_de_ejercicio_diario,distancia_caminada_en_km,Numero_pasos_por_dia,FCr_promedio_diario,Gasto_calorico_activo,HRV_SDNN,FC_al_caminar_promedio_diario
2022-02-04,14.0,1.0,15.0,9.0,189.0,110.0,7.6317771,9657.0,43.0,1364.815,52.77726666666666,72.0
2022-02-05,9.0,0.0,9.0,15.0,176.0,41.0,8.3846775,8797.0,52.0,1278.205,52.1648,99.0
2022-02-06,14.0,2.0,16.0,8.0,142.0,19.0,5.989339,7154.0,51.0,916.664,41.241925,74.5
2022-02-07,13.0,1.0,14.0,10.0,175.0,100.0,5.8569218509,7152.0,48.0,444.747,77.59015,137.0
2022-02-08,13.0,1.0,14.0,10.0,182.0,119.0,7.0668865,8861.0,56.246083,496.004,51.354025,99.0
2022-02-09,15.0,2.0,17.0,7.0,194.0,86.0,7.70272152,9102.0,47.0,1855.86518,52.76155,84.5
2022-02-10,12.0,2.0,14.0,10.0,105.0,96.0,4.075966,5120.0,48.0,351.007,50.095525,75.0
2022-02-11,16.0,1.0,17.0,7.0,147.0,93.0,5.3782415,6656.0,42.0,1099.986,61.949666666666666,89.0
2022-02-12,11.0,2.0,13.0,11.0,144.0,35.0,6.144642,6547.0,52.0,1120.291,54.87302,71.0
2022-02-13,15.0,3.0,18.0,6.0,192.0,32.0,7.00148353,8253.0,51.0,1403.133,55.217060000000004,110.25
2022-02-14,13.0,0.0,13.0,11.0,181.0,101.0,6.3241005,7879.0,49.0,436.831,87.3702,89.0
2022-02-15,11.0,0.0,11.0,13.0,151.0,85.0,5.833758,7033.0,56.0,358.344,43.38773333333334,89.0
2022-02-16,15.0,2.0,17.0,7.0,149.0,113.0,5.625185,6982.0,47.0,1769.239,79.21633999999999,90.0
2022-02-17,13.0,2.0,15.0,9.0,129.0,93.0,4.4544005,5506.0,48.0,1201.919,59.2142,78.0
2022-02-18,19.0,0.0,19.0,5.0,305.0,130.0,11.8648432,14998.0,52.0,1652.547,47.775,82.5
2022-02-19,9.0,2.0,11.0,13.0,24.0,12.43,2.253989515,2757.36,42.0,1113.883,57.27565,68.75
2022-02-20,12.0,1.0,13.0,11.0,208.0,66.0,9.4346491,11527.0,49.0,831.041,87.432688,85.75
2022-02-21,16.0,1.0,17.0,7.0,261.0,132.0,11.1613415,13986.0,44.0,822.411,73.503675,110.5
2022-02-22,15.0,1.0,16.0,8.0,278.0,150.87,13.2707601885,16427.58,44.0,953.186,75.207,77.5
2022-02-23,16.0,1.0,17.0,7.0,292.0,131.0,11.0450641,13821.0,47.0,1744.731,72.22641999999999,80.25
2022-02-24,15.0,2.0,17.0,7.0,249.0,123.0,12.6535653,15737.0,47.0,1500.657,64.76067499999999,63.5
2022-02-25,16.0,2.0,18.0,6.0,196.0,129.0,7.9018711,9574.0,47.0,1329.572,71.12478,78.0
2022-02-26,13.0,3.0,16.0,8.0,211.0,66.0,9.68033,10603.0,43.0,1522.834,59.2536,84.5
2022-02-27,16.0,2.0,18.0,6.0,228.0,26.0,6.8772575,8106.0,46.5402,1367.116,76.60924,78.0
2022-02-28,17.0,0.0,17.0,7.0,254.0,137.0,10.8165545,13361.0,41.27,757.224,67.47925000000001,80.0
2022-03-01,14.0,2.0,16.0,8.0,217.0,143.0,9.6830142,12069.0,46.0,698.006,62.955075,68.0
2022-03-02,14.0,2.0,16.0,8.0,228.0,135.0,10.38033,13104.0,47.0,1602.094,77.0846,75.0
2022-03-03,15.0,1.0,16.0,8.0,203.0,88.0,9.49712785,11372.0,48.0,1560.061,70.40553333333334,86.0
2022-03-04,17.0,2.0,19.0,5.0,203.0,110.0,9.5125975,11900.0,40.0,1799.546,81.15518,73.0
2022-03-05,12.0,2.0,14.0,10.0,209.0,61.0,10.179043,10919.0,44.0,1345.06,69.31892500000001,92.25
2022-03-06,13.0,3.0,16.0,8.0,152.0,37.0,6.5056455,7541.0,47.0,1046.654,52.745999999999995,81.0
2022-03-07,14.0,1.0,15.0,9.0,174.0,114.0,7.0764095,8753.0,40.0,521.335,68.0856,80.0
2022-03-08,16.0,0.0,16.0,8.0,164.0,104.0,6.0433966,7772.0,48.0,508.0356,53.030025,58.0
2022-03-09,17.0,0.0,17.0,7.0,211.0,143.0,9.12949832,11402.0,44.0,1591.431,65.40740000000001,74.0
2022-03-10,14.0,3.0,17.0,7.0,173.0,93.0,6.7757335,8525.0,46.0,1115.067,56.9178,79.5
2022-03-11,11.0,3.0,14.0,10.0,112.0,98.0,4.3084398,5353.0,44.0,1413.138,45.787418,88.0
2022-03-12,12.0,0.0,12.0,12.0,202.0,49.0,9.96474,10936.0,46.0,1400.511,75.3283,96.0
2022-03-13,14.0,1.0,15.0,9.0,180.0,24.0,6.160772,7346.0,51.9548,1124.154,91.1411275,80.25
2022-03-14,16.0,1.0,17.0,7.0,249.0,145.0,10.075214,12545.0,44.0,720.223,57.7508,79.5
2022-03-15,14.0,2.0,16.0,8.0,186.0,102.0,6.842179,8641.0,46.0,544.361,55.2525,62.5
2022-03-16,16.0,1.0,17.0,7.0,232.0,114.0,10.34438895,12974.0,48.0,1630.925,55.849675000000005,63.25
2022-03-17,19.0,0.0,19.0,5.0,386.0,171.7,12.865581375699998,16119.999999999998,48.0,1846.135,60.239133333333335,79.5
2022-03-18,18.0,1.0,19.0,5.0,187.0,134.0,9.72790364,11790.0,44.0,1258.379,86.59428333333334,76.0
2022-03-19,11.0,1.0,12.0,12.0,153.0,55.0,7.8395775,8255.0,52.0,1056.884,67.389,76.0
2022-03-20,14.0,4.0,18.0,6.0,101.0,32.0,6.418491,7885.0,48.0,701.34,50.17296,117.5
2022-03-21,13.0,0.0,13.0,11.0,194.0,145.0,8.7590275,10678.0,48.0,518.222,57.805566666666664,113.0
2022-03-22,15.0,1.0,16.0,8.0,215.0,150.0,9.2819685,11328.0,46.0,698.705,78.918925,93.0
2022-03-23,16.0,0.0,16.0,8.0,210.0,134.0,10.272998,12376.0,48.0,689.494,63.4424,88.0
2022-03-24,18.0,0.0,18.0,6.0,295.0,121.0,10.74676,13182.0,48.0,2056.6299999999997,72.260575,69.5
2022-03-25,16.0,1.0,17.0,7.0,188.0,145.0,9.235687500000001,11259.0,45.0,1351.902,69.45201666666667,74.0
2022-03-26,8.0,0.0,8.0,16.0,103.0,20.0,4.391344,5151.4,54.099999999999994,978.915,68.45606666666667,95.25
2022-03-27,11.0,2.0,13.0,11.0,169.0,14.4,4.3344385,5420.0,46.0,995.164,69.11253333333333,93.0
2022-03-28,16.0,1.0,17.0,7.0,254.0,125.0,11.230758,14026.0,45.0,800.601,57.455075,90.5
2022-03-29,15.0,0.0,15.0,9.0,255.0,103.0,8.425906,10590.0,51.0,693.383,77.20439999999999,88.0
2022-03-30,16.0,1.0,17.0,7.0,252.0,120.0,11.5741015,14643.0,47.0,1904.842,62.131359999999994,75.5
2022-03-31,18.0,1.0,19.0,5.0,267.0,99.0,10.53897,12991.0,46.0,906.986,71.36008,72.0
2022-04-01,3.0,0.0,3.0,21.0,29.0,7.0,1.76031352,2202.96,48.0,1282.383,54.8537,80.0
2022-04-02,14.0,0.0,14.0,10.0,261.0,32.0,10.154404074,13660.0,46.0,1562.148,66.5652,77.75
2022-04-03,14.0,2.0,16.0,8.0,197.0,45.0,10.00016713,12430.0,47.0,1050.68,74.08565,72.0
2022-04-04,12.0,1.0,13.0,11.0,182.0,89.0,7.047967,8768.0,49.0,502.228,44.904333333333334,84.0
2022-04-05,16.0,1.0,17.0,7.0,184.0,108.0,8.928848,11540.0,50.0,674.334,49.6173,92.0
2022-04-06,16.0,1.0,17.0,7.0,273.0,126.0,12.577626,15202.0,52.0,1331.112,58.287275,83.0
2022-04-07,15.0,0.0,15.0,9.0,221.0,102.0,11.209602,14346.0,45.0,1222.554,63.48363333333333,90.0
2022-04-08,18.0,1.0,19.0,5.0,272.0,149.23000000000002,13.592315045000001,16551.16,44.0,1866.3369900000002,63.731460000000006,82.75
2022-04-09,9.0,1.0,10.0,14.0,126.0,26.0,4.9349361,5771.0,45.0,479.272,78.04506666666667,73.5
2022-04-10,12.0,4.0,16.0,8.0,87.0,6.29,2.7801965,3640.0,42.0,789.9110000000001,67.55706666666667,83.0
2022-04-11,11.0,2.0,13.0,11.0,128.0,97.0,4.7332645,5899.0,40.0,339.021,59.946566666666676,83.5
2022-04-12,11.0,1.0,12.0,12.0,84.0,13.0,2.9763105,3767.0,43.0,1238.088,77.14346666666667,70.0
2022-04-13,6.0,1.0,7.0,17.0,96.0,96.0,3.9379045,5037.0,40.0,184.71536,55.0282,81.0
2022-04-14,12.0,1.0,13.0,11.0,117.0,105.0,4.1859515,5452.0,52.0,1191.209,50.9792,87.0
2022-04-15,14.0,0.0,14.0,10.0,104.0,13.0,3.8916929,4799.0,52.0,1219.912,61.07277500000001,81.0
2022-04-16,8.0,5.0,13.0,11.0,90.0,8.0,4.1547034,5387.0,44.0,1009.026,67.1285,77.25
2022-04-17,9.0,2.0,11.0,13.0,52.0,8.0,2.575785,3331.0,42.0,278.356,63.3881,76.7
2022-04-18,13.0,5.0,18.0,6.0,182.0,92.0,7.9191851,9970.0,47.0,1082.394,52.593740000000004,86.5
2022-04-19,8.0,0.0,8.0,16.0,85.0,72.0,3.083934,3708.0,45.0,187.118,80.5558,84.0
2022-04-20,7.0,2.0,9.0,15.0,107.0,86.0,4.173962,5127.0,41.0,1097.849,45.2712,79.5
2022-04-21,9.0,3.0,12.0,12.0,129.0,82.0,4.8286325,5967.0,52.0,1107.039,47.92256,87.5
2022-04-22,8.0,3.0,11.0,13.0,108.0,79.0,3.1777954999999998,4076.0,49.0,894.881,52.522425,91.0
2022-04-23,13.0,1.0,14.0,10.0,223.0,13.0,5.1002615,6184.0,59.13,1232.865,37.48490498333333,86.5
2022-04-24,8.0,1.0,9.0,15.0,70.0,12.0,2.460649,3001.0,51.0,914.651,42.29696666666667,82.0
2022-04-25,15.0,1.0,16.0,8.0,232.0,121.0,8.3521081,10401.0,46.0,649.733,56.041633333333344,82.5
2022-04-26,15.0,1.0,16.0,8.0,258.0,130.0,12.33785973,15276.0,46.0,794.808,74.265575,68.0
2022-04-27,15.0,1.0,16.0,8.0,232.0,126.0,10.0485565,12536.0,47.0,1556.222,80.09965,68.0
2022-04-28,15.0,1.0,16.0,8.0,263.0,102.0,11.03788,14137.0,47.0,1627.018,49.90575,88.0
2022-04-29,16.0,2.0,18.0,6.0,252.0,140.0,11.3922191,13863.0,47.0,1391.703,85.25436700000002,79.5
2022-04-30,8.0,2.0,10.0,14.0,124.0,47.0,4.8019308477000004,6308.0,57.0,1027.232,67.14403333333333,91.0
2022-05-01,12.0,1.0,13.0,11.0,136.0,14.0,3.70631582,4593.0,48.0,1112.737,65.44855,82.0
2022-05-02,12.0,0.0,12.0,12.0,146.0,96.0,5.114983915,6599.0,47.487,398.886,68.63796666666667,118.5
2022-05-03,13.0,1.0,14.0,10.0,217.0,105.0,8.102944975,10535.0,46.0,558.532,69.88288,80.0
2022-05-04,14.0,1.0,15.0,9.0,214.0,88.0,9.9945392421,13103.0,47.0,1311.558,60.06094,84.0
2022-05-05,17.0,0.0,17.0,7.0,254.0,103.0,8.51062394,11052.0,49.0,1391.877,51.484519999999996,78.5
2022-05-06,16.0,2.0,18.0,6.0,332.0,108.0,12.378920429999999,15986.199999999999,48.0,1504.07,77.45631999999999,78.5
2022-05-07,9.0,1.0,10.0,14.0,84.0,17.0,3.907627802,4665.0,54.0846,1045.259,59.3547,94.75
2022-05-08,16.0,2.0,18.0,6.0,277.0,28.0,8.37867414,10284.0,53.197,1193.986,49.04356,80.0
2022-05-09,16.0,0.0,16.0,8.0,219.0,98.0,9.30361187,12073.0,43.0,641.424,51.83425,104.0
2022-05-10,14.0,2.0,16.0,8.0,295.0,112.0,10.15298728,13165.0,41.0,652.194,73.40565000000001,83.0
2022-05-11,18.0,1.0,19.0,5.0,372.0,105.0,12.476388276,15695.0,47.0,1595.256,51.1785,82.0
2022-05-12,11.0,3.0,14.0,10.0,136.0,117.0,6.50843465,8260.0,41.0,1386.652,41.9451225,84.5
2022-05-13,16.0,3.0,19.0,5.0,250.0,106.0,9.984437515,12683.0,45.0,1362.442,76.61438,83.75
2022-05-14,8.0,0.0,8.0,16.0,60.0,4.0,1.688531205,2118.6,55.0,273.917,79.19760000000001,71.75
2022-05-15,13.0,4.0,17.0,7.0,131.0,16.0,3.9722674600000003,5109.0,44.0,1500.65,53.85124,83.0
2022-05-16,11.0,3.0,14.0,10.0,166.0,95.0,6.378484475,8093.0,43.0,437.839,89.52154999999999,81.0
2022-05-17,16.0,0.0,16.0,8.0,241.0,101.0,8.39089768,11054.0,46.0,630.038,63.71995,87.0
2022-05-18,16.0,1.0,17.0,7.0,246.0,109.0,10.37552497,13534.0,43.0,674.0360000000001,45.977000000000004,74.0
2022-05-19,17.0,0.0,17.0,7.0,209.0,86.0,8.527566395,10966.0,46.5315,1938.4435999999996,56.351279999999996,75.0
2022-05-20,17.0,2.0,19.0,5.0,264.0,79.0,9.10991829,11924.0,44.0,1301.215,65.45356,78.25
2022-05-21,12.0,2.0,14.0,10.0,68.0,6.0,3.1963427650000003,4260.0,44.0,977.739,45.379025,76.625
2022-05-22,8.0,1.0,9.0,15.0,45.0,5.0,1.9429726999999999,2386.0,47.0,249.5248,61.646866666666675,70.0
2022-05-23,15.0,1.0,16.0,8.0,222.0,120.0,7.59621398,9778.0,41.0,1086.128,74.84875,82.0
2022-05-24,15.0,3.0,18.0,6.0,268.0,92.0,8.25254594,10861.0,46.0,638.434,55.98542,73.5
2022-05-25,14.0,1.0,15.0,9.0,250.0,99.0,6.212625085,8063.0,49.0,1406.42,71.82803333333334,72.0
2022-05-26,15.0,1.0,16.0,8.0,201.0,126.0,9.30192105,12268.0,45.0,1428.984,52.083,76.0
2022-05-27,16.0,2.0,18.0,6.0,172.0,76.0,8.43235468,10875.0,47.0,1119.785,54.70602,66.0
2022-05-28,12.0,2.0,14.0,10.0,63.0,4.0,3.2156218450000003,4132.0,52.0,362.662,56.796075,82.0
2022-05-29,14.0,1.0,15.0,9.0,170.0,26.0,6.7521446,8554.0,55.0,1087.268,49.283633333333334,73.5
2022-05-30,15.0,1.0,16.0,8.0,274.0,131.6,12.29546488,15667.0,45.0,824.015,65.983775,129.0
2022-05-31,14.0,2.0,16.0,8.0,209.0,116.0,9.82559378,12679.0,47.0,629.352,70.694825,72.5
2022-06-01,14.0,1.0,15.0,9.0,217.0,114.0,9.122827,11788.0,47.0,1521.888,88.9183,76.0
2022-06-02,19.0,0.0,19.0,5.0,269.0,104.0,11.02128157,14188.0,49.0,1538.562,58.7046,75.0
2022-06-03,11.0,5.0,16.0,8.0,106.0,67.0,4.18602887,5453.0,40.0,941.041,56.19316,70.5
2022-06-04,14.0,1.0,15.0,9.0,126.0,28.0,6.512105915,7702.0,49.0,1170.5620000000001,77.97235,84.0
2022-06-05,14.0,3.0,17.0,7.0,172.0,20.0,6.48245443,8166.0,45.0,1125.292,56.6006,78.5
2022-06-06,16.0,0.0,16.0,8.0,193.0,81.0,8.031790225,10528.0,47.0,564.266,72.036175,126.0
2022-06-07,15.0,3.0,18.0,6.0,157.0,77.0,6.77370551,8666.0,46.0,1268.451,54.0954,83.0
2022-06-08,10.0,3.0,13.0,11.0,74.0,70.0,3.08002873,3995.0,41.0,270.959,92.0737885,61.5
2022-06-09,15.0,2.0,17.0,7.0,279.0,128.72,12.53035042,15983.68,46.0,1860.6350400000003,70.65477999999999,69.0
2022-06-10,18.0,1.0,19.0,5.0,291.0,109.0,12.6069136392,15790.0,47.0,929.989,44.15206025,81.5
2022-06-11,14.0,1.0,16.0,8.0,149.0,85.0,0.4971537915,7056.0,53.0,547.677,62.3441875,81.5
2022-06-12,13.0,2.0,15.0,9.0,248.0,28.0,7.73232699,9739.0,48.0,1349.652,58.6766,80.0
2022-06-13,14.0,2.0,16.0,8.0,152.0,89.0,5.8276245399999995,7465.0,48.0,459.153,83.112275,112.0
2022-06-14,17.0,0.0,17.0,7.0,224.0,110.0,10.461856556,13355.0,43.0,650.345,47.28545,73.0
2022-06-15,16.0,1.0,17.0,7.0,189.0,91.0,6.60275354,8654.0,46.0,1305.751,80.88316,69.0
2022-06-16,16.0,2.0,18.0,6.0,186.0,73.0,7.6923490704,10030.0,44.0,1188.272,63.98587499999999,79.0
2022-06-17,14.0,3.0,17.0,7.0,200.0,95.0,8.96144478,11495.0,46.0,1519.6009999999999,68.881325,72.0
2022-06-18,10.0,3.0,13.0,11.0,40.0,2.56,1.67334785,2184.92,45.0,1010.135,74.1718,71.5
2022-06-19,11.0,0.0,11.0,13.0,126.0,4.0,4.78130812,6030.0,44.0,884.0889999999999,87.84755,72.5
2022-06-20,14.0,1.0,15.0,9.0,234.0,105.0,9.124904055,11719.0,52.0,642.427,66.10379999999999,70.0
2022-06-21,15.0,2.0,17.0,7.0,247.0,128.0,8.788192005,11230.0,43.0,614.31,59.030725,81.0
2022-06-22,15.0,0.0,15.0,9.0,222.0,110.0,8.81523114,11316.0,43.0,1197.961,72.91652500000001,71.0
2022-06-23,16.0,1.0,17.0,7.0,219.0,81.0,10.6675647,13749.0,48.0,1511.2,53.275850000000005,79.0
2022-06-24,5.0,0.0,5.0,19.0,68.0,42.0,1.77288365,2303.0,54.42,678.234,54.1417,83.0
2022-06-25,11.0,5.0,16.0,8.0,94.0,5.0,4.356655655,5651.0,39.29,933.381,81.84909999999999,75.25
2022-06-26,13.0,1.0,14.0,10.0,165.0,11.0,4.83992247,6084.0,52.0,1094.614,55.96022000000001,77.125
2022-06-27,14.0,0.0,14.0,10.0,173.0,93.0,5.63472691,7207.0,50.0,436.496,71.57300000000001,73.0
2022-06-28,9.0,2.0,11.0,13.0,108.0,88.0,3.59947705,4457.0,46.0,250.53798,81.69473333333333,94.5
2022-06-29,14.0,0.0,14.0,10.0,211.0,96.0,8.85212684,11343.0,47.0,1256.421,53.1021,88.75
2022-06-30,15.0,0.0,15.0,9.0,211.0,100.0,10.148038275,12945.0,47.0,1460.494,62.691959999999995,81.0
2022-07-01,11.0,2.0,13.0,11.0,105.0,10.0,3.99155143,5106.0,47.0,1108.396,60.1925,78.25
2022-07-02,14.0,2.0,16.0,8.0,171.0,64.0,5.89560556,7654.0,51.0,1049.975,48.8425,78.25
2022-07-03,13.0,2.0,15.0,9.0,117.0,7.0,4.31951417,5446.0,47.0,1016.403,87.61980000000001,89.0
2022-07-04,15.0,1.0,16.0,8.0,181.0,88.0,7.172145245,9192.0,45.0,535.553,78.06895,71.0
2022-07-05,17.0,0.0,17.0,7.0,183.0,89.0,6.199360544,7977.0,46.0,606.672,55.738074999999995,75.0
2022-07-06,16.0,2.0,18.0,6.0,141.0,62.0,6.36101261,8019.0,46.0,1348.278,51.8947,68.0
2022-07-07,18.0,0.0,18.0,6.0,205.0,76.0,8.681847961999999,11228.0,45.0,1457.46,75.28049999999999,69.0
2022-07-08,16.0,2.0,18.0,6.0,141.0,20.0,7.04532753,9047.0,44.0,1363.619,73.73275,68.5
2022-07-09,10.0,1.0,11.0,13.0,89.0,31.0,3.7610938,4569.0,46.0,913.881,66.46243333333332,93.5
2022-07-10,11.0,2.0,13.0,11.0,58.0,16.0,2.66362301,3658.0,49.0,951.987,68.67705000000001,71.0
2022-07-11,18.0,0.0,18.0,6.0,213.0,96.0,8.4011426,10843.0,42.0,649.868,65.046875,86.0
2022-07-12,16.0,0.0,16.0,8.0,156.0,105.0,7.5767558500000005,9386.0,44.0,527.154,68.491,71.0
2022-07-13,17.0,0.0,17.0,7.0,123.0,61.0,6.407662177,8115.0,42.0,1283.093,51.975575,82.0
2022-07-14,15.0,1.0,16.0,8.0,149.0,60.0,5.282090055,6695.0,41.3,1176.719,70.881975,72.0
2022-07-15,12.0,3.0,15.0,9.0,190.0,75.0,7.99957547,10147.0,52.0,1219.802,57.5748,82.0
2022-07-16,15.0,0.0,15.0,9.0,101.0,62.0,6.1557674,6442.0,53.0,1120.866,63.13295,79.0
2022-07-17,8.0,2.0,10.0,14.0,57.0,8.0,2.58788198,3523.0,52.0,749.034,88.25862,80.5
2022-07-18,18.0,0.0,18.0,6.0,199.0,97.0,7.826829165,9789.0,45.0,599.367,45.20358,74.5
2022-07-19,11.0,2.0,13.0,11.0,153.0,113.3,7.039685181,8638.0,45.0,450.861,42.134800000000006,99.0
2022-07-20,17.0,0.0,17.0,7.0,182.0,88.0,8.225610003,10392.0,43.0,1475.7377,80.27636,95.0
2022-07-21,14.0,1.0,15.0,9.0,124.0,107.0,5.27987157,6801.0,53.7,1175.843,51.87125,91.0
2022-07-22,15.0,0.0,15.0,9.0,187.0,96.0,7.838778575,9759.0,50.0,1165.448,49.3616,77.0
2022-07-23,9.0,2.0,11.0,13.0,88.0,42.0,3.98624033,5005.0,46.0,901.667,44.9303,88.0
2022-07-24,10.0,1.0,11.0,13.0,87.0,4.9,2.1025917235,2809.7,51.0,913.439,62.2035,91.0
2022-07-25,13.0,0.0,13.0,11.0,147.0,86.0,4.99674655,6408.0,48.0,410.57,59.1523,80.0
2022-07-26,10.0,1.0,11.0,13.0,168.0,105.0,6.92849777,8824.0,47.0672,409.1476,74.15856666666667,77.5
2022-07-27,9.0,5.0,14.0,10.0,97.0,67.0,4.52300969,5485.0,47.0,1257.866,52.7261,88.0
2022-07-28,9.0,3.0,12.0,12.0,106.0,96.0,3.69662376,4719.0,47.0,952.3629999999999,40.87298,83.5
2022-07-29,12.0,3.0,15.0,9.0,128.0,71.0,4.8254796,6141.0,46.0,931.208,57.937020000000004,83.5
2022-07-30,14.0,0.0,14.0,10.0,139.0,58.0,6.002420315,7635.0,46.0,869.867,57.6441,87.5
2022-07-31,13.0,2.0,15.0,9.0,82.0,8.0,3.12703794,3981.0,48.0,427.926,58.08023333333333,85.5
2022-08-01,13.0,2.0,15.0,9.0,170.0,102.0,6.28901892,8159.0,47.0,514.605,62.646425,84.5
2022-08-02,14.0,2.0,16.0,8.0,112.0,85.0,4.705349,5969.0,46.0,444.062,67.1343,73.5
2022-08-03,11.0,5.0,16.0,8.0,100.0,83.0,4.67586747,6003.0,44.0,967.763,62.593133333333334,94.0
2022-08-04,14.0,2.0,16.0,8.0,106.0,83.0,4.4223855499999996,5819.0,46.0,1084.537,62.15005,82.0
2022-08-05,17.0,2.0,19.0,5.0,136.0,111.89999999999999,6.976693395,8691.4,42.0,1048.682,70.84067999999999,91.25
2022-08-06,10.0,3.0,13.0,11.0,128.0,64.0,5.60943634,7271.0,48.0,754.362,74.2016,86.5
2022-08-07,13.0,0.0,13.0,11.0,115.0,7.0,4.3064680719999995,5439.0,49.0,905.061,69.28855,84.5
2022-08-08,15.0,1.0,16.0,8.0,156.0,87.0,5.819017805,7418.0,45.0,479.391,54.876374999999996,71.0
2022-08-09,13.0,4.0,17.0,7.0,131.0,90.0,5.2394854,6618.0,42.0,461.268,67.697,98.5
2022-08-10,13.0,2.0,15.0,9.0,124.0,86.0,5.12688294,6333.0,46.0,1052.377,57.099875,94.0
2022-08-11,11.0,5.0,16.0,8.0,130.0,91.0,4.74084298,6131.0,46.0,457.449,56.46012,113.0
2022-08-12,14.0,3.0,17.0,7.0,142.0,91.0,5.9134141300000005,7403.0,46.0,1599.8953999999997,60.067674999999994,110.0
2022-08-13,10.0,1.0,11.0,13.0,146.0,46.0,3.64781067,4701.0,53.5,400.07820000000004,59.2552,85.5
2022-08-14,14.0,3.0,17.0,7.0,133.0,10.0,4.64066115,6063.0,50.0,550.254,65.5166,94.0
2022-08-15,13.0,1.0,14.0,10.0,133.0,107.0,5.52506352,6948.0,43.0,468.632,63.533175,86.0
2022-08-16,12.0,3.0,15.0,9.0,120.0,90.0,5.139221075,6481.0,45.0,455.667,73.63886,96.0
2022-08-17,12.0,3.0,15.0,9.0,133.0,88.0,5.46746571,6933.0,46.0,1309.807,85.303989,93.0
2022-08-18,16.0,1.0,17.0,7.0,195.0,107.0,6.71462967,8648.0,46.0,1003.438,63.40110000000001,91.0
2022-08-19,15.0,1.0,16.0,8.0,129.0,72.0,6.18792181,7862.0,46.0,1011.85,52.835375,79.0
2022-08-20,10.0,1.0,11.0,13.0,132.0,82.0,5.31721441,6616.0,47.0,958.41,57.346900000000005,76.5
2022-08-21,7.0,2.0,9.0,15.0,30.0,2.8,1.5450002600000001,2011.0,48.0,672.432,48.08135,71.5
2022-08-22,17.0,0.0,17.0,7.0,156.0,104.0,5.73829777,7403.0,43.0,555.75,64.36906,86.0
2022-08-23,13.0,2.0,15.0,9.0,142.0,99.0,5.78427806,7228.0,44.0,448.05899999999997,53.0927,90.0
2022-08-24,13.0,2.0,15.0,9.0,143.0,90.0,5.87428612,7441.0,47.0,1201.924,53.933350000000004,90.0
2022-08-25,15.0,2.0,17.0,7.0,167.0,94.0,5.402821225,6987.0,45.0,1067.814,80.10658,97.5
2022-08-26,12.0,1.0,13.0,11.0,110.0,82.0,4.815460849,6002.0,45.0,1073.636,60.5639,90.75
2022-08-27,7.0,0.0,7.0,17.0,129.0,69.0,5.14186078,6721.0,49.0,733.558,47.078145,81.0
2022-08-28,7.0,1.0,8.0,16.0,33.0,8.0,1.541167991,1873.8,46.0,690.237,67.60365,104.0
2022-08-29,13.0,3.0,16.0,8.0,149.0,100.0,6.190971265,7834.0,44.0,506.251,48.9774,89.0
2022-08-30,14.0,2.0,16.0,8.0,157.0,99.0,6.640250405,8406.0,46.0,470.228,57.456916666666665,89.0
2022-08-31,16.0,1.0,17.0,7.0,144.0,87.0,6.32848705,8146.0,46.0,1171.013,71.420725,97.5
2022-09-01,16.0,0.0,16.0,8.0,183.0,108.0,6.50042826,8236.0,52.0,1281.35,49.96205,91.25
2022-09-02,14.0,1.0,15.0,9.0,143.0,83.0,5.48001457,7029.0,59.0,805.193,47.996649999999995,91.0
2022-09-03,9.0,0.0,9.0,15.0,91.0,68.0,4.0742745000000005,5015.0,49.0,900.791,54.23,91.0
2022-09-04,13.0,5.0,18.0,6.0,106.0,12.0,4.514129245,5724.0,44.0,1147.821,85.215416,91.125
2022-09-05,13.0,3.0,16.0,8.0,172.0,88.0,7.029738525,8891.0,46.0,604.508,70.44521999999999,79.0
2022-09-06,16.0,1.0,17.0,7.0,133.0,93.0,5.35788015,6729.0,46.0,444.02,40.825450000000004,89.5
2022-09-07,16.0,0.0,16.0,8.0,157.0,102.0,5.72859474,7204.0,47.0,1167.673,50.245599999999996,95.5
2022-09-08,14.0,2.0,16.0,8.0,141.0,77.0,5.33004621,6750.0,47.0,1273.924,69.0325,98.0
2022-09-09,13.0,2.0,15.0,9.0,150.0,93.0,4.9361387,6515.0,47.0,444.55,44.007575,93.0
2022-09-10,12.0,2.0,14.0,10.0,121.0,16.0,4.581063215,5693.0,56.0,1578.9276000000002,54.401340000000005,99.5
2022-09-11,16.0,1.0,17.0,7.0,181.0,13.0,6.900800185,8580.0,42.29,1166.342,65.0133,92.0
2022-09-12,15.0,2.0,17.0,7.0,185.0,96.0,7.28213036,9176.0,43.0,594.103,83.54010000000001,80.0
2022-09-13,16.0,0.0,16.0,8.0,151.0,93.0,5.41273821,6775.0,43.0,1279.121,54.07622,90.5
2022-09-14,15.0,0.0,15.0,9.0,150.0,86.0,5.19903082,6630.0,44.0,1166.15,44.21602,84.0
2022-09-15,15.0,1.0,16.0,8.0,120.0,69.0,5.26328783,6600.0,47.0,999.092,69.3654,87.0
2022-09-16,10.0,2.0,12.0,12.0,238.0,112.97,7.61623405,8869.0,57.0,430.07553,50.30146666666667,106.5
2022-09-17,12.0,0.0,12.0,12.0,369.0,94.0,13.78608326151999,15867.67999999999,71.0,1463.652,36.025033500000006,140.0
